SN,day,time,datetime,TR_PWM_SLOP_FRONT,TR_PWM_OFFSET_FRONT,R2_Front,TR_AccuENC_RATIO_FRONT,TR_PWM_SLOP_REAR,TR_PWM_OFFSET_REAR,R2_Rear,TR_AccuENC_RATIO_REAR
DRW421810891,20181022,82607,20181022082607,1.364535,-41.617495,0.999989,9.075578,1.366457,-47.784073,0.999928,9.175310000000001
DRW421810901,20181022,85717,20181022085717,1.362273,-47.507655,0.999998,9.075961,1.356641,-41.828773999999996,0.999993,9.177106
DRW431810031,20181022,121319,20181022121319,1.355664,-34.854190,0.999984,9.075911999999999,1.362112,-44.72408,0.999993,9.180075
DRW431810041,20181022,150248,20181022150248,1.355530,-47.038280,0.999991,9.077334,1.361412,-38.02212,0.999986,9.180639999999999
DRW431810071,20181022,152847,20181022152847,1.341966,-37.779598,0.999995,9.076866,1.366264,-42.799939,0.9999969999999999,9.180633
DRW431810101,20181022,155129,20181022155129,1.376398,-39.796878,0.999980,9.077119,1.373585,-43.594914,0.999993,9.180669
DRW431810021,20181022,155232,20181022155232,1.354937,-33.967857,0.999987,9.075535,1.352943,-44.521059,1.0,9.176497999999999
DRW431810111,20181022,161755,20181022161755,1.349952,-46.919515,1.000000,9.076202,1.355552,-41.544457,0.999984,9.179513
DRW431810091,20181022,191304,20181022191304,1.347094,-39.721271,0.999977,9.076023,1.370989,-41.089246,0.999994,9.178169
DRW421810791,20181023,85608,20181023085608,1.344597,-33.149522,0.999996,9.075978,1.382994,-39.781442,0.999994,9.178419
DRW431810141,20181023,95736,20181023095736,1.359323,-39.992456,0.999981,9.077035,1.3686260000000001,-44.924163,0.999977,9.181641
DRW421810921,20181023,95820,20181023095820,1.343170,-40.163846,0.999952,9.076360000000001,1.359173,-41.441452000000005,0.999999,9.177539
DRW421810911,20181023,105406,20181023105406,1.347145,-46.387358,0.999994,9.077159,1.366917,-40.009103,1.0,9.181512
DRW431810131,20181023,120030,20181023120030,1.373551,-41.192126,0.999994,9.076153999999999,1.362579,-44.209887,0.9999950000000001,9.179464
DRW421810721,20181023,135313,20181023135313,1.344633,-50.292321,1.000000,9.076478999999999,1.363323,-43.656189000000005,0.9999969999999999,9.17912
DRW431810191,20181023,161956,20181023161956,1.365116,-40.442693,0.999999,9.076211,1.379114,-39.808984,0.9999979999999999,9.174535
DRW431810171,20181023,163529,20181023163529,1.392764,-41.152442,0.999999,9.075888,1.375675,-42.571676000000004,0.9999979999999999,9.177805000000001
DRW431810161,20181024,75502,20181024075502,1.382013,-43.821915,0.999998,9.074457,1.3733520000000001,-38.277803000000006,0.9999950000000001,9.178244
DRW431810011,20181024,80311,20181024080311,1.350127,-50.878981,0.999991,9.077131,1.368211,-43.217289,0.9999950000000001,9.181118
DRW431810201,20181024,81420,20181024081420,1.365953,-50.057900,0.999999,9.074427,1.370895,-42.655136,0.999967,9.176806
DRW431810221,20181024,85012,20181024085012,1.386918,-46.659180,0.999999,9.075928999999999,1.370111,-43.494857,0.999999,9.175034
DRW431810241,20181024,100738,20181024100738,1.361685,-40.813385,0.999971,9.075652999999999,1.3713629999999999,-41.349582,0.9999809999999999,9.177242999999999
DRW431810081,20181024,104253,20181024104253,1.350760,-56.148166,0.999998,9.076143,1.370782,-41.865265,0.999992,9.176944
DRW431810121,20181024,111745,20181024111745,1.381363,-43.682415,0.999982,9.074867,1.371725,-41.68273,0.9999979999999999,9.173836999999999
DRW431810061,20181024,113420,20181024113420,1.342907,-46.048812,0.999991,9.075738000000001,1.3791930000000001,-44.262715,0.9999620000000001,9.179949
DRW431810231,20181024,120539,20181024120539,1.383317,-42.165474,0.999962,9.075462,1.372275,-44.083698999999996,0.9999959999999999,9.178497
DRW431810251,20181024,134531,20181024134531,1.375564,-53.267312,0.999986,9.076364,1.366859,-42.233173,1.0,9.178352
DRW431810051,20181024,140650,20181024140650,1.368729,-46.484409,0.999999,9.075646,1.3593950000000001,-44.050044,1.0,9.173641
DRW431810271,20181024,160348,20181024160348,1.384984,-45.295315,1.000000,9.075242,1.363125,-45.743646999999996,0.999957,9.1785
DRW431810291,20181024,164908,20181024164908,1.393887,-41.893574,0.999980,9.075019000000001,1.369342,-43.806439000000005,1.0,9.174632
DRW431810301,20181025,83535,20181025083535,1.375227,-44.215312,0.999997,9.075493,1.373702,-43.691956,0.9999870000000001,9.177787
DRW431810321,20181025,91034,20181025091034,1.388165,-48.139312,0.999996,9.076232000000001,1.373046,-41.785765000000005,0.99998,9.179111
DRW431810331,20181025,95309,20181025095309,1.371659,-41.541121,0.999994,9.076697,1.369222,-44.483649,0.9999969999999999,9.174124
DRW431810341,20181025,101343,20181025101343,1.390675,-49.661188,0.999998,9.076561,1.370742,-43.483829,0.99998,9.179628999999998
DRW431810351,20181025,103927,20181025103927,1.354454,-41.723518,0.999997,9.07586,1.3618860000000002,-49.241471000000004,0.999994,9.181047999999999
DRW431810371,20181025,114259,20181025114259,1.339470,-38.465156,1.000000,9.076201,1.3783450000000002,-42.834207,0.9999790000000001,9.175742999999999
DRW431810401,20181025,133750,20181025133750,1.355776,-42.654433,0.999999,9.075692,1.3631799999999998,-41.002549,1.0,9.176005
DRW431810431,20181025,150829,20181025150829,1.367748,-33.855540,0.999992,9.076260000000001,1.372154,-41.712385,0.9999979999999999,9.172952
DRW431810441,20181025,160003,20181025160003,1.348947,-37.640542,0.999987,9.076483,1.3694899999999999,-46.662164000000004,0.999991,9.175882000000001
DRW431810451,20181025,161559,20181025161559,1.374850,-48.915041,1.000000,9.076101,1.36316,-44.844006,1.0,9.178486999999999
DRW431810461,20181025,163401,20181025163401,1.370792,-47.798290,0.999992,9.076482,1.3646610000000001,-42.743008,0.9999959999999999,9.179986
DRW431810471,20181025,174333,20181025174333,1.392285,-54.463346,0.999983,9.076143,1.385437,-48.395563,0.9999969999999999,9.178460000000001
DRW431810491,20181025,182453,20181025182453,1.376349,-48.823196,0.999988,9.075141,1.376831,-41.821307,0.9999959999999999,9.180261999999999
DRW431810501,20181025,184841,20181025184841,1.354081,-38.599264,0.999990,9.076281,1.375803,-40.610611,0.999999,9.179541
DRW431810511,20181025,191525,20181025191525,1.364383,-43.032552,0.999999,9.076308000000001,1.3732799999999998,-43.555336,0.9999969999999999,9.177925
DRW431810521,20181026,75918,20181026075918,1.348708,-50.792081,0.999934,9.076437,1.364359,-49.017493,0.99995,9.176464999999999
DRW431810531,20181026,81718,20181026081718,1.366825,-38.748756,0.999995,9.076269,1.365851,-42.280136,1.0,9.175833
DRW431810541,20181026,83455,20181026083455,1.366486,-39.071084,0.999992,9.078427,1.355575,-40.955938,0.999994,9.178114
DRW431810561,20181026,91636,20181026091636,1.363459,-35.778818,0.999957,9.075629,1.3704040000000002,-42.019829,0.9999959999999999,9.177682
DRW431810581,20181026,103133,20181026103133,1.367807,-42.026148,0.999999,9.076069,1.365008,-44.991181,0.999999,9.181016
DRW431810591,20181026,113133,20181026113133,1.351289,-42.637133,0.999996,9.076107,1.372298,-43.626108,0.9999959999999999,9.17873
DRW431810571,20181026,135105,20181026135105,1.343850,-41.251935,0.999999,9.07578,1.3617629999999998,-40.488074,0.999965,9.177253
DRW431810601,20181026,141626,20181026141626,1.361130,-44.602451,0.999995,9.076357000000002,1.36463,-41.794277,0.9999950000000001,9.176413
DRW431810611,20181026,143701,20181026143701,1.360895,-41.744786,0.999936,9.075378,1.361635,-43.293523,0.9999899999999999,9.177731
DRW431810661,20181027,83702,20181027083702,1.353288,-38.488451,0.999999,9.076087,1.35541,-41.521477000000004,0.999992,9.175391000000001
DRW431810671,20181027,91231,20181027091231,1.378620,-47.562780,0.999998,9.076147,1.359566,-49.625042,0.999994,9.178195
DRW431810681,20181027,100109,20181027100109,1.362014,-34.615249,1.000000,9.076101,1.360918,-40.523668,0.999999,9.176788
DRW431810691,20181027,102459,20181027102459,1.363118,-35.825796,0.999988,9.076027999999999,1.361505,-40.097634,0.999966,9.179455
DRW431810711,20181029,80906,20181029080906,1.347685,-34.200810,1.000000,9.076497,1.3514620000000002,-42.949364,0.99997,9.178453
DRW431810721,20181029,82753,20181029082753,1.365227,-42.662569,1.000000,9.076112,1.363715,-43.232773,0.999975,9.179727999999999
DRW431810731,20181029,84610,20181029084610,1.365902,-36.153328,0.999999,9.075872,1.3590520000000001,-36.516765,1.0,9.179141
DRW431810741,20181029,90927,20181029090927,1.364491,-39.460038,1.000000,9.075959,1.363915,-42.681401,0.9999979999999999,9.175651
DRW441810021,20181029,102734,20181029102734,1.368679,-42.074630,0.999994,9.07635,1.3638,-43.130998,0.999985,9.172253
DRW441810031,20181029,104638,20181029104638,1.361201,-39.056962,0.999965,9.075839,1.3820629999999998,-41.206412,0.9999979999999999,9.176644
DRW441810041,20181029,110238,20181029110238,1.339039,-45.203906,0.999942,9.075637,1.357145,-42.740781,0.9999870000000001,9.177043
DRW441810051,20181029,112301,20181029112301,1.341465,-42.361835,0.999995,9.076388,1.359531,-46.487068,0.9999809999999999,9.17757
DRW441810061,20181029,120037,20181029120037,1.352914,-43.867791,0.999953,9.076334,1.349233,-44.691555,1.0,9.178078999999999
DRW441810071,20181029,121758,20181029121758,1.337034,-46.405419,0.999965,9.076926,1.3572170000000001,-46.020127,1.0,9.179393
DRW441810081,20181029,131952,20181029131952,1.351388,-41.565605,0.999999,9.076601,1.3507719999999999,-40.230092,1.0,9.178496
DRW441810091,20181029,140157,20181029140157,1.349542,-40.790765,0.999997,9.076122,1.3518809999999999,-42.067519,1.0,9.18068
DRW441810111,20181029,143558,20181029143558,1.358872,-51.833670,0.999997,9.07595,1.358751,-40.269108,0.999992,9.178177999999999
DRW441810251,20181030,84829,20181030084829,1.369681,-36.422388,0.999981,9.076248,1.382622,-43.212298,0.9999969999999999,9.176541
DRW441810211,20181030,85052,20181030085052,1.353010,-44.498331,1.000000,9.076825,1.369516,-40.785094,0.999984,9.180761
DRW441810271,20181030,94503,20181030094503,1.354633,-46.230311,0.999986,9.07664,1.365575,-41.479003999999996,0.99998,9.178811
DRW441810301,20181030,102820,20181030102820,1.365903,-51.371786,0.999999,9.075982000000002,1.36937,-42.548161,1.0,9.17919
DRW441810321,20181030,110216,20181030110216,1.345506,-38.187489,1.000000,9.076297,1.3540729999999999,-45.226648,0.9999969999999999,9.179713000000001
DRW441810341,20181030,113445,20181030113445,1.353594,-40.199596,0.999979,9.075751,1.394272,-43.814066,0.999999,9.178517999999999
DRW441810391,20181030,133550,20181030133550,1.354972,-45.155538,1.000000,9.076947,1.374291,-46.665202,0.9999870000000001,9.177407
DRW441810421,20181030,143155,20181030143155,1.359447,-45.246047,0.999999,9.081846,1.369391,-43.285927,0.9999290000000001,9.194973
DRW441810231,20181030,151107,20181030151107,1.349754,-46.311113,0.999992,9.077978,1.365974,-39.504587,0.999985,9.181009
DRW441810451,20181030,152317,20181030152317,1.361288,-42.165029,0.999997,9.075642,1.366496,-44.077853000000005,0.9999100000000001,9.178964
DRW441810481,20181030,162200,20181030162200,1.357326,-41.783405,0.999929,9.076592999999999,1.360574,-43.418195000000004,0.999991,9.178825999999999
DRW441810491,20181030,163714,20181030163714,1.366822,-41.083587,1.000000,9.076926,1.378159,-46.009533000000005,0.9999969999999999,9.180973
DRW441810501,20181030,165055,20181030165055,1.346758,-30.491789,0.999999,9.076881,1.3555979999999999,-43.811859999999996,0.9999969999999999,9.178083
DRW441810541,20181030,182716,20181030182716,1.365049,-37.114933,0.999995,9.076563,1.372868,-45.616201000000004,0.9999979999999999,9.178522000000001
DRW431810211,20181030,182931,20181030182931,1.339315,-35.812090,0.999993,9.076839999999999,1.380387,-43.969440000000006,0.999992,9.183022
DRW441810591,20181031,75220,20181031075220,1.364568,-39.165988,0.999990,9.07514,1.3795680000000001,-46.525556,1.0,9.1802
DRW441810621,20181031,84530,20181031084530,1.377190,-49.793952,0.999992,9.075197,1.382668,-41.170221999999995,0.999991,9.179513
DRW441810651,20181031,101341,20181031101341,1.390512,-42.828162,0.999998,9.077153,1.36614,-40.023885,0.999999,9.183568
DRW441810681,20181031,110728,20181031110728,1.374165,-25.660373,0.999935,9.074027000000001,1.3865,-42.3738,0.9999979999999999,9.173363
DRW431810701,20181031,111243,20181031111243,1.342905,-42.672497,0.999916,9.07691,1.368386,-41.565911,0.9999899999999999,9.183042
DRW441810691,20181031,112845,20181031112845,1.370990,-41.746547,0.999980,9.075053,1.384434,-41.723279999999995,0.9999959999999999,9.173672
DRW441810601,20181031,132118,20181031132118,1.365270,-38.683887,0.999990,9.07778,1.364288,-38.166237,0.999992,9.181846
DRW441810701,20181031,135845,20181031135845,1.371991,-43.850670,0.999988,9.076903,1.3759370000000002,-44.489554999999996,0.9999950000000001,9.18241
DRW441810771,20181031,151330,20181031151330,1.349865,-43.408283,0.999993,9.075764999999999,1.364614,-41.107735999999996,0.999985,9.176634
DRW441810751,20181031,152606,20181031152606,1.349082,-36.745480,0.999997,9.0771,1.364174,-43.574090999999996,0.9999959999999999,9.180976
DRW441810841,20181031,175416,20181031175416,1.344292,-40.726405,1.000000,9.074200999999999,1.3705479999999999,-41.854545,0.9999950000000001,9.177822
DRW441810861,20181031,183525,20181031183525,1.335211,-37.032962,0.999982,9.076852,1.3634629999999999,-39.913253999999995,0.9999979999999999,9.182225
DRW441810851,20181031,191825,20181031191825,1.362286,-52.645723,0.999992,9.075194999999999,1.366082,-42.762139000000005,0.999999,9.17366
DRW441810311,20181102,90801,20181102090801,1.358993,-42.416579,1.000000,9.077477,1.376318,-43.033359999999995,0.9999959999999999,9.182039999999999
DRW441810921,20181102,100351,20181102100351,1.374018,-44.984139,1.000000,9.077731,1.380991,-50.693129,0.9999979999999999,9.180682000000001
DRW441810961,20181102,113328,20181102113328,1.347509,-38.718116,0.999961,9.076986,1.366027,-40.878836,0.9999959999999999,9.179492
DRW441810981,20181102,120628,20181102120628,1.355482,-43.712034,0.999995,9.076064,1.360222,-42.837647,0.9999969999999999,9.177908
DRW441810991,20181102,132301,20181102132301,1.349207,-41.158655,0.999997,9.076139999999999,1.377541,-42.330784,0.9999950000000001,9.177358
DRW441810951,20181102,143244,20181102143244,1.354299,-43.156636,0.999990,9.076055,1.372125,-43.386874,0.999999,9.178983
DRW441810241,20181102,175330,20181102175330,1.351601,-51.113261,0.999980,9.077205000000001,1.360268,-42.122181,0.9999680000000001,9.181764
DRW441811081,20181102,180327,20181102180327,1.386599,-31.097691,0.999999,9.075379,1.369966,-41.353637,0.999999,9.180108
DRW441811111,20181102,184316,20181102184316,1.364332,-43.900108,1.000000,9.076075999999999,1.369823,-42.748343,0.999957,9.176528999999999
DRW451810011,20181107,95104,20181107095104,1.387541,-42.778699,0.999955,9.073988,1.382854,-43.792228,0.9999809999999999,9.177603
DRW451810031,20181107,102529,20181107102529,1.357067,-40.520350,0.999991,9.074561,1.3553959999999998,-45.027823,0.999994,9.175588000000001
DRW451810051,20181107,110255,20181107110255,1.363636,-38.746476,0.999998,9.076233,1.3651950000000002,-39.921077000000004,0.9999959999999999,9.177192
DRW451810071,20181107,114413,20181107114413,1.363472,-48.461721,0.999997,9.075632,1.374595,-42.00465,0.9999790000000001,9.176739999999999
DRW451810091,20181107,135610,20181107135610,1.358667,-41.359414,0.999984,9.075878999999999,1.362068,-40.759516,0.9999549999999999,9.176317
DRW441810711,20181107,165831,20181107165831,1.352476,-46.089610,0.999999,9.075254,1.3715629999999999,-44.541018,0.999999,9.17647
DRW451810041,20181108,83505,20181108083505,1.372440,-42.116133,0.999999,9.075532,1.377161,-42.779516,0.999983,9.17741
DRW441810661,20181108,85522,20181108085522,1.367532,-39.089127,0.999971,9.076311,1.3797700000000002,-43.368307,0.9999889999999999,9.178192999999998
DRW441810721,20181108,100216,20181108100216,1.373481,-38.483641,0.999996,9.076417,1.370995,-48.426561,0.9999889999999999,9.179373
DRW441810361,20181108,110346,20181108110346,1.366392,-52.827146,0.999998,9.076097,1.376055,-40.42053,0.999993,9.176553
DRW441810791,20181108,120240,20181108120240,1.347940,-38.219025,0.999988,9.076497999999999,1.42387,-55.854381999999994,0.9999899999999999,9.120519
DRW441810741,20181108,143540,20181108143540,1.389622,-31.030673,0.999994,9.074859,1.374242,-41.827673,0.9999899999999999,9.175976
DRW441810611,20181108,163141,20181108163141,1.351217,-44.079020,1.000000,9.076033,1.3636110000000001,-41.641287,0.9999959999999999,9.175023
DRW441811071,20181109,75800,20181109075800,1.365555,-34.464443,1.000000,9.075031,1.368375,-38.384176000000004,0.999994,9.178777
DRW441811041,20181109,81643,20181109081643,1.355583,-45.918481,0.999988,9.075928,1.3710209999999998,-41.196518,0.9999540000000001,9.178795
DRW441810371,20181109,110543,20181109110543,1.351790,-58.692773,0.999997,9.075472999999999,1.368752,-43.020582,0.999986,9.177137
DRW431810261,20181109,140756,20181109140756,1.355959,-46.943235,0.999950,9.076889999999999,1.379198,-36.467672,0.9999979999999999,9.181439
DRW441811001,20181109,164554,20181109164554,1.358271,-39.959365,0.999996,9.076030000000001,1.365075,-41.656303,0.99998,9.17802
DRW431810151,20181109,180413,20181109180413,1.376196,-45.438985,0.999992,9.076258000000001,1.367852,-41.749942,0.9999979999999999,9.177544000000001
DRW441810671,20181109,185320,20181109185320,1.373902,-54.183923,0.999994,9.07592,1.369661,-41.531659999999995,0.999999,9.178449
DRW441810811,20181110,75909,20181110075909,1.362961,-47.014405,0.999995,9.075659,1.3646459999999998,-40.032474,0.999993,9.178146
DRW441810531,20181110,95729,20181110095729,1.351111,-38.245784,0.999940,9.077065,1.363703,-42.666742,0.9999790000000001,9.181142999999999
DRW441811011,20181110,120322,20181110120322,1.354575,-39.191970,1.000000,9.075796,1.3672950000000001,-43.138872,0.999994,9.174831
DRW441810331,20181110,125941,20181110125941,1.347782,-48.252937,0.999979,9.077226,1.362149,-43.536877000000004,0.999985,9.181513
DRW441810551,20181110,131733,20181110131733,1.393278,-57.090397,0.999776,9.082229,1.382619,-45.226408,0.999992,9.197183
DRW431810311,20181110,133949,20181110133949,1.346879,-46.328138,0.999988,9.07616,1.377416,-43.376553,0.9999979999999999,9.178228
DRW431810361,20181110,140136,20181110140136,1.365760,-51.273185,1.000000,9.075152000000001,1.351821,-39.568328,0.9999969999999999,9.176654
DRW441810411,20181110,143152,20181110143152,1.371560,-52.646217,1.000000,9.077016,1.360373,-45.173797,0.999992,9.181397
DRW441810941,20181110,145039,20181110145039,1.368460,-53.961586,0.999991,9.075292,1.360058,-41.31367,0.9999969999999999,9.178646
DRW441810511,20181111,72748,20181111072748,1.337098,-45.137234,0.999999,9.076822,1.3735110000000001,-44.768149,0.999999,9.181014
DRW441811101,20181111,90737,20181111090737,1.355649,-42.571280,0.999992,9.076711999999999,1.361887,-44.380655,0.999984,9.177037
DRW441810221,20181111,104805,20181111104805,1.360646,-39.111190,0.999995,9.075273,1.382357,-40.650859000000004,1.0,9.176345
DRW441810011,20181111,111006,20181111111006,1.360516,-43.421892,0.999984,9.076435,1.370087,-41.369346,0.999999,9.178801
DRW441810261,20181111,113105,20181111113105,1.386408,-53.605204,0.999997,9.076356,1.387991,-42.011122,0.999976,9.177228999999999
DRW441811061,20181111,115438,20181111115438,1.359433,-52.978718,1.000000,9.07676,1.359764,-42.725037,0.999973,9.179039
DRW441811091,20181111,121707,20181111121707,1.380361,-45.822741,0.999964,9.075272,1.3710579999999999,-43.166045000000004,0.9999979999999999,9.175302
DRW431810481,20181111,123736,20181111123736,1.383849,-58.930152,0.999991,9.077016,1.381486,-44.742201,0.9999969999999999,9.182006
DRW441810401,20181111,135407,20181111135407,1.349901,-50.659045,1.000000,9.076397,1.363215,-44.139241,0.999999,9.177333
DRW441810561,20181112,83143,20181112083143,1.356859,-55.815114,0.999987,9.076297,1.350468,-44.855189,0.999999,9.177237
DRW441811021,20181112,90334,20181112090334,1.349726,-56.417934,0.999995,9.075718,1.3605459999999998,-43.329498,0.9999979999999999,9.178424
DRW441810831,20181112,91953,20181112091953,1.362643,-51.927756,0.999970,9.076189,1.365976,-42.940053999999996,0.9999870000000001,9.178177999999999
DRW441810461,20181112,93851,20181112093851,1.360331,-47.068125,0.999812,9.077442999999999,1.360423,-43.91202,0.9999899999999999,9.181407
DRW431810631,20181112,100101,20181112100101,1.349440,-40.397055,0.999993,9.076442,1.375181,-39.262086,0.99997,9.177349000000001
DRW441810351,20181112,104126,20181112104126,1.371717,-36.236492,0.999923,9.075579,1.360622,-46.01052,0.9999870000000001,9.178466
DRW431810381,20181112,110658,20181112110658,1.349726,-36.722367,0.999980,9.076261,1.3673549999999999,-51.131263,0.999992,9.180159
DRW441810821,20181112,112411,20181112112411,1.354142,-40.409797,0.999993,9.076362,1.368355,-44.108384,0.999994,9.178065
DRW441810641,20181112,114356,20181112114356,1.377032,-47.638094,0.999992,9.075998,1.3607479999999998,-44.570984,0.999936,9.176772999999999
DRW441810101,20181112,124058,20181112124058,1.344881,-50.145865,0.999989,9.077155,1.354731,-42.368587,0.9999950000000001,9.180563000000001
DRW441810151,20181112,130216,20181112130216,1.357807,-28.738009,0.999998,9.076832000000001,1.373968,-51.65762,0.999999,9.180719
DRW441810441,20181112,132009,20181112132009,1.338259,-48.043482,0.999980,9.076642,1.365098,-44.259624,1.0,9.180761
DRW441810431,20181112,140710,20181112140710,1.359050,-38.069016,0.999998,9.075797,1.376593,-49.711276,0.999992,9.179552000000001
DRW451810101,20181112,142454,20181112142454,1.361112,-39.940655,0.999976,9.076513,1.344311,-46.638662,0.999944,9.180416000000001
DRW441810731,20181112,155009,20181112155009,1.353783,-42.661898,0.999986,9.076159,1.370295,-44.379991,0.999983,9.179504
DRW441810881,20181112,155254,20181112155254,1.354026,-35.284850,0.999986,9.077505,1.35124,-45.760318,0.9999889999999999,9.180608
DRW431810621,20181112,164911,20181112164911,1.371787,-46.522490,0.999997,9.077053999999999,1.372909,-39.65422,0.999993,9.180114999999999
DRW441810871,20181112,173251,20181112173251,1.369332,-43.140230,0.999996,9.076578,1.3598139999999999,-44.038446,0.999986,9.180275
DRW441810761,20181112,182330,20181112182330,1.363049,-35.823048,0.999985,9.077059,1.350848,-42.325174,1.0,9.180438
DRW441810631,20181112,192319,20181112192319,1.358828,-42.879240,0.999990,9.075947,1.359402,-45.889725,0.9999819999999999,9.177744
DRW431810551,20181113,73311,20181113073311,1.344625,-43.054086,0.999982,9.077072,1.362355,-42.09185,0.999992,9.18153
DRW441810891,20181113,81358,20181113081358,1.356203,-47.071057,0.999966,9.075633999999999,1.352843,-40.680192,0.9999790000000001,9.175419
DRW431810281,20181113,93645,20181113093645,1.324999,-36.439626,0.999993,9.077286,1.37309,-41.34608,0.9999979999999999,9.181791
DRW441810781,20181113,95910,20181113095910,1.360694,-54.386156,0.999997,9.076118,1.374415,-43.168061,0.9999469999999999,9.179492999999999
DRW451810081,20181113,101210,20181113101210,1.341106,-41.237760,0.999990,9.077923,1.348403,-40.426693,0.999999,9.179886
DRW441810971,20181113,103643,20181113103643,1.365682,-37.031534,1.000000,9.07497,1.361332,-43.424762,0.9999870000000001,9.178611
DRW441810901,20181113,110032,20181113110032,1.374101,-43.830868,0.999999,9.075895,1.3533309999999998,-44.136359999999996,0.999999,9.176381
DRW441810911,20181113,112349,20181113112349,1.363196,-37.403051,0.999984,9.076089,1.358727,-41.606239,0.9999790000000001,9.174619999999999
DRW441810291,20181113,123115,20181113123115,1.339024,-30.275011,1.000000,9.077282,1.366292,-43.716758,0.9999950000000001,9.181438
DRW451810131,20181113,142442,20181113142442,1.352941,-42.631302,1.000000,9.07611,1.3575620000000002,-41.628397,0.9999979999999999,9.175844
DRW451810141,20181113,144440,20181113144440,1.360852,-35.164862,0.999999,9.076147,1.3672549999999999,-40.987801,0.9999969999999999,9.175855
DRW451810121,20181113,150620,20181113150620,1.362122,-42.373589,0.999999,9.080623,1.368048,-43.76657,1.0,9.192063000000001
DRW451810161,20181113,154113,20181113154113,1.360071,-40.986976,0.999999,9.0758,1.368675,-41.612945,0.999966,9.179299
DRW451810151,20181113,155812,20181113155812,1.352914,-34.545225,0.999982,9.075662,1.367492,-42.008047999999995,0.9999959999999999,9.176416
DRW451810171,20181113,173923,20181113173923,1.364826,-45.590397,0.999997,9.076289,1.370827,-39.914605,1.0,9.177925
DRW451810201,20181113,184306,20181113184306,1.363156,-39.229682,1.000000,9.075491,1.375845,-45.448784,0.9999979999999999,9.178358
DRW451810191,20181114,85352,20181114085352,1.352517,-55.075139,0.999994,9.076439,1.363721,-44.312455,0.9999899999999999,9.177104
DRW461810251,20181114,91326,20181114091326,1.373754,-39.345068,0.999997,9.074181,1.3968,-50.673801,1.0,9.178045
DRW461810261,20181114,94958,20181114094958,1.368269,-39.335686,1.000000,9.076746,1.36889,-45.342754,1.0,9.178075
DRW461810281,20181114,101044,20181114101044,1.371647,-44.782782,0.999983,9.077191000000001,1.387879,-51.359156,0.9999819999999999,9.181569999999999
DRW461810291,20181114,104725,20181114104725,1.370997,-35.821794,0.999979,9.075599,1.37208,-40.026022999999995,0.9999969999999999,9.176602
DRW461810271,20181114,111630,20181114111630,1.333356,-35.908400,0.999988,9.077164,1.367669,-41.897583000000004,1.0,9.180225
DRW461810301,20181114,112256,20181114112256,1.362429,-42.968969,0.999968,9.076185,1.3776700000000002,-44.599458,1.0,9.173701
DRW461810321,20181114,121123,20181114121123,1.351840,-39.417966,0.999975,9.075491,1.355853,-41.574891,0.999992,9.176134
DRW461810331,20181114,131554,20181114131554,1.347991,-37.846251,0.999998,9.074986,1.384133,-41.256819,0.999974,9.175738
DRW461810341,20181114,133552,20181114133552,1.369696,-41.991171,0.999999,9.075277,1.3802290000000002,-46.611932,0.999999,9.177402
DRW461810351,20181114,135557,20181114135557,1.370780,-39.188982,0.999996,9.076044,1.378725,-47.293602,0.999999,9.177957000000001
DRW461810311,20181114,141633,20181114141633,1.359392,-31.480163,0.999991,9.075975999999999,1.373579,-44.926969,0.999999,9.18026
DRW461810361,20181114,143328,20181114143328,1.365052,-32.702815,1.000000,9.07607,1.385572,-39.893976,0.9999969999999999,9.177552
DRW461810381,20181114,152229,20181114152229,1.372828,-35.860894,0.999996,9.075436,1.364787,-41.553995,0.9999979999999999,9.176789999999999
DRW461810391,20181115,81241,20181115081241,1.356814,-40.298151,0.999982,9.076094,1.377491,-45.174044,0.999976,9.179361
DRW461810401,20181115,83806,20181115083806,1.372247,-41.399685,0.999947,9.076811,1.3670309999999999,-43.898982000000004,0.999976,9.177292999999999
DRW461810011,20181115,92014,20181115092014,1.364587,-36.518479,0.999997,9.075941,1.362061,-44.480402000000005,0.999959,9.180036999999999
DRW461810021,20181115,100321,20181115100321,1.357309,-32.860214,0.999980,9.075717,1.355599,-38.623461,0.999985,9.179144
DRW461810031,20181115,103159,20181115103159,1.360190,-32.687496,0.999999,9.076421,1.366508,-43.037329,0.9999979999999999,9.176674
DRW461810051,20181115,105951,20181115105951,1.350887,-40.637751,0.999921,9.077278,1.390441,-40.57695,1.0,9.176045
DRW461810411,20181115,111935,20181115111935,1.350231,-52.001411,0.999939,9.07644,1.353491,-39.089222,1.0,9.176988
DRW461810061,20181115,113254,20181115113254,1.351681,-41.745746,0.999994,9.076388,1.364467,-40.668553,0.999992,9.178747999999999
DRW461810071,20181115,115152,20181115115152,1.394802,-28.584944,0.999951,9.076483999999999,1.362259,-41.152126,0.999978,9.180703
DRW461810081,20181115,121110,20181115121110,1.344783,-37.243373,0.999987,9.075828999999999,1.34893,-42.120194,0.999975,9.179292
DRW461810111,20181115,134923,20181115134923,1.367451,-35.533334,1.000000,9.076723,1.3766200000000002,-46.385731,1.0,9.178824
DRW461810121,20181115,140829,20181115140829,1.357715,-36.153172,0.999998,9.075694,1.375594,-44.954951,0.9999819999999999,9.177862
DRW461810101,20181115,142748,20181115142748,1.335056,-41.241873,0.999986,9.077223,1.372284,-41.445009999999996,0.9999969999999999,9.181503
