SN,day,time,datetime,TR_PWM_SLOP_FRONT,TR_PWM_OFFSET_FRONT,R2_Front,TR_AccuENC_RATIO_FRONT,TR_PWM_SLOP_REAR,TR_PWM_OFFSET_REAR,R2_Rear,TR_AccuENC_RATIO_REAR
DRW151810801,20180413,145559,20180413145559,1.306805,-38.704304,0.999990,9.075108,1.3906129999999999,-51.022587,0.99997,9.180589
DRW151810721,20180413,155523,20180413155523,1.370825,-58.961061,0.999995,9.075461,1.363798,-42.776002000000005,0.9999459999999999,9.178517
DRW151810811,20180416,83042,20180416083042,1.355902,-40.291668,0.999993,9.076326,1.383067,-46.288229,0.999999,9.177064
DRW151810821,20180416,85457,20180416085457,1.356568,-34.779231,0.999964,9.075453,1.384643,-48.18439,0.999965,9.177422
DRW151810831,20180416,95006,20180416095006,1.346630,-34.515545,0.999989,9.075903,1.377394,-42.914967,0.9999889999999999,9.178161
DRW161810011,20180416,101032,20180416101032,1.353871,-52.064900,0.999993,9.07543,1.380443,-46.649493,0.999994,9.177877
DRW161810021,20180416,102824,20180416102824,1.379168,-29.100975,0.999972,9.076119,1.3756549999999999,-43.460211,0.9999969999999999,9.179159
DRW161810031,20180416,105319,20180416105319,1.366363,-41.591001,0.999980,9.076262,1.36879,-43.516964,0.999975,9.176883
DRW161810041,20180416,111342,20180416111342,1.361903,-45.821184,0.999950,9.075866,1.394641,-40.700855,0.999992,9.176966
DRW161810051,20180416,113800,20180416113800,1.365021,-39.712661,1.000000,9.076236,1.390339,-42.853685,0.999999,9.176561
DRW161810061,20180416,120337,20180416120337,1.360160,-42.771536,0.999997,9.076093,1.392002,-42.063568,0.9999979999999999,9.180145
DRW161810071,20180416,131638,20180416131638,1.351331,-34.257834,0.999992,9.076012,1.3626969999999998,-42.409581,0.9999969999999999,9.177139
DRW161810081,20180416,135116,20180416135116,1.344307,-36.029867,0.999972,9.076437,1.373389,-42.179781,0.9999979999999999,9.178371
DRW161810091,20180416,143824,20180416143824,1.355811,-35.107884,0.999986,9.075073,1.361751,-35.926703,1.0,9.177353
DRW161810101,20180416,145951,20180416145951,1.340647,-31.701519,0.999999,9.076161,1.3792389999999999,-47.349564,0.9999959999999999,9.178671000000001
DRW161810141,20180416,152820,20180416152820,1.354739,-41.903577,1.000000,9.075977,1.381171,-38.482132,0.999999,9.177747
DRW161810111,20180416,155239,20180416155239,1.338157,-39.487819,0.999999,9.075764999999999,1.39333,-48.186592,0.999973,9.178894
DRW161810121,20180416,161444,20180416161444,1.340765,-42.306246,0.999982,9.075981,1.378124,-44.901070000000004,0.999991,9.177534
DRW161810131,20180416,163556,20180416163556,1.363460,-28.575196,0.999996,9.075337,1.4002459999999999,-53.673086,0.9999969999999999,9.176849
DRW161810161,20180417,83955,20180417083955,1.350824,-36.617996,0.999972,9.075213,1.378217,-42.445766,0.999965,9.177629
DRW161810171,20180417,90602,20180417090602,1.354294,-35.457175,1.000000,9.075889,1.374665,-42.491661,0.999999,9.174258
DRW161810181,20180417,100239,20180417100239,1.348695,-40.100119,0.999982,9.075394000000001,1.382041,-56.572362,0.999972,9.175388
DRW161810191,20180417,101700,20180417101700,1.343907,-32.109726,0.999966,9.075956,1.392819,-49.077263,0.9999959999999999,9.174125
DRW161810201,20180417,105919,20180417105919,1.330088,-35.324965,0.999902,9.075955,1.380015,-44.087666,0.9999950000000001,9.178537
DRW161810211,20180417,111859,20180417111859,1.355390,-36.093794,0.999983,9.076431,1.376915,-47.386852000000005,0.999999,9.178716
DRW161810221,20180417,113607,20180417113607,1.351271,-37.616900,1.000000,9.075151,1.3703290000000001,-41.912188,0.9999979999999999,9.175735000000001
DRW161810241,20180417,132548,20180417132548,1.347661,-36.990725,0.999996,9.074898,1.365391,-41.500246000000004,0.9999969999999999,9.177446
DRW161810151,20180417,134008,20180417134008,1.350050,-31.778745,0.999999,9.075288,1.388927,-47.417308,1.0,9.179308
DRW161810251,20180417,135814,20180417135814,1.349924,-31.769899,0.999999,9.076355,1.379869,-37.791979,0.999999,9.176802
DRW161810261,20180417,142155,20180417142155,1.364667,-29.315548,0.999993,9.075876,1.370499,-38.659136,0.9999979999999999,9.174476
DRW161810271,20180417,144237,20180417144237,1.345700,-39.025313,0.999995,9.075617999999999,1.374335,-42.158971,0.999999,9.180369
DRW161810281,20180417,150547,20180417150547,1.351780,-36.518223,1.000000,9.076404,1.371469,-42.561488,0.999999,9.178894
DRW161810291,20180417,153303,20180417153303,1.360763,-39.165023,0.999967,9.075809,1.3684129999999999,-43.17288,0.9999959999999999,9.178728
DRW161810301,20180417,161014,20180417161014,1.354480,-37.699258,0.999987,9.075138,1.382374,-43.576372,0.999991,9.179361
DRW161810311,20180417,163410,20180417163410,1.349338,-40.684672,0.999984,9.076542,1.372622,-40.426109000000004,0.9999870000000001,9.177925
DRW161810321,20180417,174232,20180417174232,1.360896,-34.719884,0.999993,9.076425,1.367071,-43.320235,0.99998,9.179377
DRW161810331,20180417,180929,20180417180929,1.355750,-37.206172,1.000000,9.075380000000001,1.385936,-43.19855,0.9999879999999999,9.176893
DRW161810341,20180417,183341,20180417183341,1.348526,-39.935475,0.999998,9.076839,1.378817,-39.966595,0.999999,9.179504
DRW161810351,20180417,185959,20180417185959,1.344256,-41.248349,0.999956,9.042333,1.384234,-36.344893,0.99995,9.176642999999999
DRW161810361,20180417,191949,20180417191949,1.358974,-38.120423,0.999999,9.075797999999999,1.382113,-42.441311999999996,0.999999,9.178594
DRW161810371,20180417,194344,20180417194344,1.358600,-39.051043,0.999988,9.076299,1.3932959999999999,-45.862258000000004,0.999991,9.176502000000001
DRW161810381,20180418,82105,20180418082105,1.372220,-38.965520,1.000000,9.074678,1.368897,-40.132138,0.999986,9.176831
DRW161810391,20180418,90718,20180418090718,1.351734,-35.110197,0.999991,9.075363000000001,1.3735110000000001,-40.15408,0.999972,9.178026
DRW161810401,20180418,94809,20180418094809,1.345540,-43.586772,0.999983,9.07435,1.390382,-40.427737,0.99995,9.176331
DRW161810411,20180418,100610,20180418100610,1.347332,-37.766219,0.999995,9.075662,1.374889,-42.455106,0.9999790000000001,9.173672
DRW161810421,20180418,105411,20180418105411,1.345537,-35.106249,0.999990,9.0756,1.3779489999999999,-41.05928,0.999993,9.176959
DRW161810431,20180418,112141,20180418112141,1.354676,-32.317542,1.000000,9.074496,1.3691950000000002,-41.776503000000005,0.999992,9.175901
DRW161810441,20180418,114432,20180418114432,1.350808,-36.959965,0.999993,9.074532000000001,1.368301,-42.890229999999995,0.9999979999999999,9.176681
DRW161810451,20180418,121311,20180418121311,1.341316,-33.327075,0.999992,9.075814,1.366629,-42.787147999999995,0.9999870000000001,9.177888000000001
DRW161810461,20180418,133154,20180418133154,1.342412,-41.424902,0.999954,9.075208,1.37506,-38.794135,1.0,9.177508999999999
DRW161810471,20180418,141044,20180418141044,1.347370,-31.325486,0.999929,9.076013,1.388228,-40.724489,0.9999959999999999,9.175730999999999
DRW161810481,20180418,143424,20180418143424,1.344278,-37.059822,0.999966,9.073853,1.374406,-41.818472,0.9999819999999999,9.174025
DRW161810491,20180418,151624,20180418151624,1.361332,-25.763073,0.999981,9.075716,1.386693,-38.332116,1.0,9.179853
DRW161810501,20180418,160001,20180418160001,1.346797,-36.599730,0.999996,9.0755,1.372801,-43.782272999999996,0.999999,9.177717999999999
DRW161810511,20180418,164156,20180418164156,1.354220,-32.316360,1.000000,9.07646,1.373397,-43.24707,0.9999709999999999,9.172203999999999
DRW161810551,20180418,175410,20180418175410,1.352793,-41.876816,0.999980,9.075603,1.3836620000000002,-39.414398,0.9999870000000001,9.171721
DRW161810521,20180418,181038,20180418181038,1.368223,-33.805647,0.999979,9.075887,1.387908,-38.368805,0.999999,9.176171
DRW161810531,20180418,182900,20180418182900,1.370811,-39.758868,0.999989,9.075599,1.3885020000000001,-45.091269,0.999986,9.173644
DRW161810541,20180418,184403,20180418184403,1.371727,-34.698516,0.999999,9.075519,1.375888,-36.004992,0.999999,9.175132000000001
DRW161810561,20180418,190540,20180418190540,1.382574,-31.236873,0.999998,9.0755,1.388367,-39.486189,0.99995,9.174154
DRW161810571,20180418,192345,20180418192345,1.341954,-44.333907,0.999974,9.075925,1.375887,-43.563171999999994,0.9999959999999999,9.176267999999999
DRW161810581,20180418,194621,20180418194621,1.360974,-37.843348,0.999994,9.075611,1.367191,-41.457516,0.9999049999999999,9.178129
DRW161810591,20180419,82646,20180419082646,1.365455,-39.456387,0.999999,9.076428,1.384299,-43.692665000000005,0.999965,9.177564
DRW161810601,20180419,103204,20180419103204,1.367280,-42.564463,1.000000,9.076004,1.3808639999999999,-41.386528000000006,0.999999,9.180246
DRW161810611,20180419,110008,20180419110008,1.357672,-41.152373,0.999989,9.075959,1.390847,-41.582109,0.9999950000000001,9.177495
DRW161810621,20180419,112210,20180419112210,1.348206,-45.113106,0.999969,9.074816,1.380974,-38.998422,0.999999,9.178651
DRW161810631,20180419,121508,20180419121508,1.356859,-34.520280,0.999973,9.075975,1.374698,-41.904681,0.999986,9.178714999999999
DRW161810641,20180419,132058,20180419132058,1.352375,-38.082184,0.999985,9.075826,1.400793,-39.412424,0.999992,9.175986
DRW161810651,20180419,135218,20180419135218,1.349617,-40.293675,0.999980,9.075696,1.375992,-45.756851,0.9999709999999999,9.176771
DRW161810661,20180419,141351,20180419141351,1.350612,-34.118212,0.999990,9.07598,1.381642,-38.206945000000005,0.999999,9.180175
DRW161810671,20180419,142812,20180419142812,1.356618,-40.421003,0.999980,9.076083,1.3824459999999998,-42.196988,0.9999979999999999,9.177586
DRW161810681,20180419,145726,20180419145726,1.352954,-36.570783,1.000000,9.076278,1.371805,-36.703599,0.999993,9.178533
DRW161810691,20180419,151201,20180419151201,1.368051,-40.498352,0.999996,9.075339,1.370855,-37.01608,0.999999,9.179209
DRW161810701,20180419,153833,20180419153833,1.358807,-42.859647,0.999992,9.075763,1.380205,-45.302661,0.999984,9.175116000000001
DRW161810711,20180419,155814,20180419155814,1.361178,-35.363897,1.000000,9.075936,1.368725,-42.795808,0.9999790000000001,9.1791
DRW161810721,20180419,162157,20180419162157,1.351785,-36.472987,0.999998,9.076227000000001,1.371092,-44.603369,0.999993,9.176466
DRW161810731,20180419,165501,20180419165501,1.337816,-28.093225,0.999958,9.076539,1.376716,-42.084399,0.9999969999999999,9.17859
DRW161810231,20180419,172525,20180419172525,1.352562,-36.496206,0.999889,9.076174,1.381011,-45.071401,0.9999950000000001,9.177849
DRW161810741,20180419,180408,20180419180408,1.369027,-37.926766,0.999996,9.076057,1.388614,-44.872811999999996,0.999999,9.179591
DRW161810751,20180419,183044,20180419183044,1.360565,-40.010288,0.999984,9.075904,1.386917,-47.130579,0.9999969999999999,9.179282
DRW161810761,20180419,184658,20180419184658,1.337647,-41.003963,0.999993,9.075629,1.3706530000000001,-44.048481,0.999993,9.17647
DRW161810771,20180419,190606,20180419190606,1.354480,-39.077799,0.999945,9.07673,1.391074,-38.673307,0.9999959999999999,9.18017
DRW161810781,20180419,192342,20180419192342,1.358584,-38.323498,0.999997,9.07514,1.379766,-40.302057,0.999992,9.179287
DRW161810791,20180420,81317,20180420081317,1.347148,-36.018760,0.999991,9.076212,1.371316,-45.642036,1.0,9.178975999999999
DRW161810801,20180420,84512,20180420084512,1.368652,-33.635316,0.999992,9.075974,1.381248,-43.125302000000005,0.999999,9.178714999999999
DRW161810811,20180420,90755,20180420090755,1.353652,-24.612133,0.999970,9.075969,1.384857,-44.520057,1.0,9.177709
DRW161810821,20180420,101404,20180420101404,1.344723,-39.156903,1.000000,9.075277,1.373831,-45.803961,0.999994,9.176292
DRW161810831,20180420,104354,20180420104354,1.353651,-38.133497,0.999999,9.075642,1.3623290000000001,-41.390964000000004,0.9999979999999999,9.17559
DRW161810841,20180420,112218,20180420112218,1.363679,-31.419964,0.999990,9.076139999999999,1.366005,-39.185488,0.9999969999999999,9.179263
DRW161810851,20180420,114052,20180420114052,1.341832,-40.489063,0.999970,9.075380000000001,1.386323,-35.934505,0.999999,9.176005
DRW161810861,20180420,121230,20180420121230,1.353605,-35.927719,0.999982,9.07651,1.3958540000000002,-40.4935,1.0,9.176879
DRW161810871,20180420,133434,20180420133434,1.343547,-31.960251,0.999997,9.075725,1.385777,-45.010064,0.9999959999999999,9.177728
DRW161810881,20180420,140250,20180420140250,1.349745,-41.475404,1.000000,9.075757000000001,1.389672,-43.820035,0.9999889999999999,9.17764
DRW161810891,20180420,145020,20180420145020,1.366629,-38.507481,1.000000,9.075882,1.390454,-45.337617,0.999994,9.177145
DRW161810901,20180420,162932,20180420162932,1.359407,-36.446246,0.999995,9.075208,1.393559,-42.299078,0.9999959999999999,9.174389
DRW161810911,20180420,165200,20180420165200,1.358711,-35.839366,0.999998,9.076474000000001,1.382275,-48.505254,0.9999870000000001,9.177743
DRW161810921,20180420,175401,20180420175401,1.362023,-39.273103,0.999999,9.075105,1.385724,-44.694247,0.9999950000000001,9.177807000000001
DRW161810931,20180420,181942,20180420181942,1.366142,-37.121282,0.999922,9.075188,1.37212,-42.534437,0.99998,9.178284
DRW161810941,20180420,185208,20180420185208,1.360273,-33.053038,0.999999,9.075957,1.389204,-41.791178,0.9999979999999999,9.177497
DRW161810951,20180420,191755,20180420191755,1.386159,-34.873514,0.999999,9.075766999999999,1.388277,-40.966601000000004,0.9999790000000001,9.177003
DRW161810961,20180420,193930,20180420193930,1.349582,-39.573121,0.999999,9.075861,1.396854,-43.912612,0.999999,9.176302
DRW161810971,20180420,200523,20180420200523,1.358343,-38.130258,0.999976,9.07591,1.394211,-50.265412,0.999999,9.178883
DRW161810981,20180421,82708,20180421082708,1.347776,-38.064888,0.999996,9.076093,1.391912,-39.388462,1.0,9.178499
DRW161810991,20180421,84551,20180421084551,1.353318,-27.354034,0.999977,9.075897,1.380999,-41.994145,0.9999870000000001,9.17652
DRW161811001,20180421,90754,20180421090754,1.357789,-39.672287,0.999973,9.075467,1.382219,-40.460675,0.9999950000000001,9.1773
DRW161811011,20180421,100951,20180421100951,1.358542,-40.803399,0.999985,9.076145,1.38517,-45.917320000000004,1.0,9.179477
DRW161811021,20180421,102707,20180421102707,1.376162,-31.272221,0.999991,9.074753999999999,1.391066,-44.242952,0.999999,9.176494
DRW161811031,20180421,105904,20180421105904,1.361770,-34.337159,0.999960,9.075248,1.399708,-41.402623999999996,0.999994,9.179654
DRW161811041,20180421,164221,20180421164221,1.362239,-39.301976,0.999987,9.076069,1.3890870000000002,-40.521312,0.9999969999999999,9.178742999999999
DRW161811051,20180421,170306,20180421170306,1.345828,-37.922223,0.999997,9.076317999999999,1.387106,-42.259663,0.999973,9.178097
DRW161811061,20180421,172141,20180421172141,1.356290,-38.185989,0.999997,9.075934,1.3851149999999999,-47.644689,0.9999540000000001,9.175874
DRW161811071,20180421,173918,20180421173918,1.357395,-33.127110,0.999999,9.076352,1.381433,-51.935562,0.9999879999999999,9.177512
DRW161811081,20180421,180248,20180421180248,1.365663,-36.750872,0.999989,9.074819999999999,1.394423,-48.237256,0.9999790000000001,9.179821
DRW161811091,20180421,181823,20180421181823,1.386315,-43.871944,0.999958,9.07474,1.389183,-38.819645,0.999976,9.174886
DRW161811101,20180421,184556,20180421184556,1.371599,-33.381166,0.999999,9.074867999999999,1.390691,-48.561295,1.0,9.178873
DRW161811111,20180423,81518,20180423081518,1.335284,-34.670731,0.999994,9.076228,1.377078,-36.967137,1.0,9.178867
DRW161811121,20180423,84324,20180423084324,1.357915,-34.541049,0.999998,9.074402000000001,1.3908049999999998,-40.787676,0.9999809999999999,9.177133
DRW161811131,20180423,90432,20180423090432,1.370217,-37.499962,0.999979,9.076241,1.369782,-45.317013,0.999986,9.174294999999999
DRW161811141,20180423,95648,20180423095648,1.346868,-32.235400,0.999991,9.076363,1.3888989999999999,-40.591555,1.0,9.174683
DRW161811151,20180423,101742,20180423101742,1.365828,-30.741364,0.999997,9.075777,1.387411,-42.334788,0.9999950000000001,9.178216
DRW171810011,20180423,103523,20180423103523,1.352761,-38.170921,0.999983,9.07536,1.375353,-43.246332,0.9999969999999999,9.177767
DRW171810021,20180423,105951,20180423105951,1.346592,-32.510353,1.000000,9.075443,1.3735760000000001,-41.644743,0.9999979999999999,9.177974
DRW171810031,20180423,113318,20180423113318,1.344711,-31.638971,1.000000,9.076088,1.3612360000000001,-44.772418,0.999993,9.175118
DRW171810041,20180423,121325,20180423121325,1.344749,-35.360697,1.000000,9.075595,1.375178,-42.616576,1.0,9.17424
DRW171810051,20180423,135041,20180423135041,1.334326,-38.159335,0.999985,9.076361,1.3844530000000002,-44.990762,0.9999979999999999,9.179008999999999
DRW171810071,20180423,143324,20180423143324,1.356909,-31.110279,0.999976,9.075804,1.3844020000000001,-43.05662,0.999983,9.177916999999999
DRW171810081,20180423,145250,20180423145250,1.337887,-41.746596,1.000000,9.076015,1.37798,-43.82233,0.9999899999999999,9.176535000000001
DRW171810091,20180423,151143,20180423151143,1.350597,-33.496277,0.999997,9.075942999999999,1.392519,-49.36261,0.9999950000000001,9.177416000000001
DRW171810101,20180423,153332,20180423153332,1.352378,-37.494180,1.000000,9.076108,1.3671200000000001,-41.935849,0.999965,9.177873
DRW171810111,20180423,160159,20180423160159,1.367021,-37.940172,0.999982,9.07572,1.391931,-39.792562,0.99997,9.176555
DRW171810121,20180423,162652,20180423162652,1.346205,-38.699784,0.999897,9.076052,1.390465,-38.47104,0.9999979999999999,9.177759
DRW171810131,20180423,165839,20180423165839,1.347290,-29.916209,1.000000,9.076153,1.379197,-39.804085,0.999973,9.177852
DRW171810141,20180423,181000,20180423181000,1.353636,-37.683068,0.999993,9.076171,1.392724,-44.02582,1.0,9.174353
DRW171810151,20180423,183252,20180423183252,1.360687,-35.806363,1.000000,9.076292,1.3765290000000001,-39.377275,0.999993,9.180566
DRW171810161,20180423,190633,20180423190633,1.333406,-35.634930,1.000000,9.075845,1.377704,-39.336333,0.999994,9.174617999999999
DRW171810171,20180423,192902,20180423192902,1.355889,-37.261948,0.999999,9.075282000000001,1.372271,-38.306603,0.999999,9.177521
DRW171810181,20180423,195906,20180423195906,1.356517,-37.110685,0.999986,9.075719,1.392234,-44.993682,0.9999899999999999,9.179203999999999
DRW171810201,20180424,101120,20180424101120,1.367051,-30.855392,1.000000,9.07547,1.3867459999999998,-40.349509999999995,0.9999979999999999,9.179789999999999
DRW171810211,20180424,102721,20180424102721,1.346919,-40.261533,0.999990,9.075478,1.388342,-41.005902,0.9999969999999999,9.175915
DRW171810191,20180424,104425,20180424104425,1.330457,-41.699102,0.999983,9.076248,1.378187,-40.600429999999996,1.0,9.179110000000001
DRW171810221,20180424,110431,20180424110431,1.393186,-37.985629,0.999973,9.075460000000001,1.385642,-44.255177,1.0,9.175709
DRW171810241,20180424,120446,20180424120446,1.348716,-29.905783,0.999998,9.076183,1.3801,-42.718405,1.0,9.177632000000001
DRW171810231,20180424,132406,20180424132406,1.352809,-36.997265,0.999985,9.075401,1.391118,-43.601103,0.999992,9.178253999999999
DRW171810261,20180424,135016,20180424135016,1.359264,-33.559106,0.999996,9.075214,1.382608,-40.768899,0.999975,9.175911
DRW171810061,20180424,140448,20180424140448,1.348545,-36.979535,0.999991,9.075963,1.3862379999999999,-38.596389,0.999999,9.178683
DRW171810271,20180424,143414,20180424143414,1.363865,-39.729031,0.999988,9.076558,1.375367,-42.79379,0.9999969999999999,9.176739
DRW171810281,20180424,145800,20180424145800,1.348022,-35.267396,0.999979,9.075534,1.373216,-41.521026,0.9999469999999999,9.179177000000001
DRW171810291,20180424,153321,20180424153321,1.373147,-30.872128,0.999978,9.0765,1.387868,-37.743925,0.9999979999999999,9.180614
DRW171810301,20180424,155015,20180424155015,1.362368,-33.937745,0.999988,9.076493,1.391746,-41.827708,0.999999,9.178142
DRW171810311,20180424,161429,20180424161429,1.354227,-42.211976,0.999996,9.076514,1.386927,-39.90828,0.999991,9.180530000000001
DRW171810321,20180424,163357,20180424163357,1.351344,-36.401010,0.999996,9.076483,1.378715,-39.9303,0.999986,9.180926
DRW171810351,20180424,180446,20180424180446,1.362144,-34.882672,0.999994,9.075621,1.3851959999999999,-44.469481,0.9999969999999999,9.175591
DRW171810331,20180424,182048,20180424182048,1.349035,-34.230440,1.000000,9.076552000000001,1.3975950000000001,-35.983667,0.999999,9.180348
DRW171810341,20180424,184545,20180424184545,1.373277,-35.639165,0.999946,9.075629,1.376095,-41.247495,0.999991,9.176621
DRW171810361,20180424,190145,20180424190145,1.371914,-34.701996,0.999997,9.076932000000001,1.373616,-41.827275,0.999999,9.179636
DRW171810371,20180424,193003,20180424193003,1.357161,-35.914997,0.999984,9.074985,1.386693,-43.923484,0.999993,9.179373
DRW171810381,20180424,195229,20180424195229,1.344638,-35.461669,0.999965,9.075579,1.3710120000000001,-39.897671,0.9999959999999999,9.179269
DRW171810391,20180424,202333,20180424202333,1.359656,-38.570343,0.999960,9.076006,1.380408,-39.595171,1.0,9.179997
DRW171810401,20180424,204836,20180424204836,1.359525,-36.381483,1.000000,9.076385,1.375589,-41.415576,0.9999959999999999,9.1787
DRW171810411,20180425,80811,20180425080811,1.355353,-37.900663,0.999992,9.075867,1.375552,-41.501973,1.0,9.179103
DRW171810421,20180425,84109,20180425084109,1.359827,-30.339167,0.999999,9.076391000000001,1.368006,-39.925624,1.0,9.17637
DRW171810431,20180425,85601,20180425085601,1.355863,-33.338246,1.000000,9.076129,1.379492,-43.553912,0.9999969999999999,9.178623
DRW171810441,20180425,90937,20180425090937,1.354931,-32.257638,0.999998,9.076083,1.371405,-38.933931,0.999943,9.175841
DRW171810451,20180425,95243,20180425095243,1.351618,-29.734103,0.999972,9.07571,1.383715,-39.603946,0.999978,9.177217
DRW171810461,20180425,102122,20180425102122,1.362099,-37.573052,0.999983,9.07479,1.3715469999999998,-43.036041,0.999991,9.176703
DRW171810481,20180425,110730,20180425110730,1.306939,-34.205622,0.999996,9.075983,1.385545,-43.339874,0.9999979999999999,9.179963
DRW171810491,20180425,112937,20180425112937,1.309838,-30.588016,0.999998,9.075979,1.351526,-44.586224,1.0,9.178041
DRW171810471,20180425,114402,20180425114402,1.369802,-34.751673,0.999967,9.075746,1.385018,-42.389943,0.9999959999999999,9.176803999999999
DRW171810501,20180425,115843,20180425115843,1.298011,-38.075800,1.000000,9.076222999999999,1.344649,-43.261981,0.9999979999999999,9.177137
DRW171810251,20180425,132116,20180425132116,1.351594,-39.586312,1.000000,9.075677,1.38145,-42.599261,0.999999,9.178719000000001
DRW171810511,20180425,133944,20180425133944,1.315409,-34.444987,0.999996,9.076483999999999,1.385256,-45.794459,0.999991,9.178109
DRW171810531,20180425,141807,20180425141807,1.344802,-38.531662,0.999996,9.075271,1.384562,-40.837669,1.0,9.175682
DRW171810541,20180425,143320,20180425143320,1.325614,-38.605547,0.999990,9.075813,1.326309,-37.439245,0.9999959999999999,9.177665
DRW171810551,20180425,144924,20180425144924,1.364404,-35.247925,0.999996,9.075336,1.401548,-44.385335,1.0,9.179718
DRW171810521,20180425,150646,20180425150646,1.357039,-34.608385,0.999997,9.075858,1.330028,-41.989635,1.0,9.175879
DRW171810561,20180425,152305,20180425152305,1.349606,-35.605748,0.999984,9.075683999999999,1.3891879999999999,-40.9423,0.9999959999999999,9.179964
DRW171810571,20180425,154307,20180425154307,1.365094,-36.634922,1.000000,9.07585,1.379003,-38.983725,0.9999790000000001,9.177176
DRW171810581,20180425,160017,20180425160017,1.359267,-39.115969,0.999995,9.075797,1.3689799999999999,-40.198910999999995,0.999978,9.176630000000001
DRW171810591,20180425,163321,20180425163321,1.365131,-37.759138,0.999995,9.075474,1.373828,-41.147649,0.9999790000000001,9.178332000000001
DRW171810601,20180425,173926,20180425173926,1.343549,-40.321501,0.999898,9.076096000000001,1.393333,-41.569094,1.0,9.17975
DRW171810611,20180425,182609,20180425182609,1.355109,-35.642167,0.999992,9.075558000000001,1.3875,-38.289453,0.999999,9.177003
DRW171810621,20180425,190244,20180425190244,1.350950,-37.023837,0.999995,9.075489,1.371789,-41.392604,0.9999950000000001,9.176835
DRW171810631,20180426,82047,20180426082047,1.367194,-41.234903,1.000000,9.076029,1.375409,-43.721164,0.999994,9.176122
DRW171810641,20180426,83928,20180426083928,1.353520,-32.894149,0.999999,9.075332000000001,1.38444,-38.760968,0.999999,9.17706
DRW171810651,20180426,85414,20180426085414,1.376381,-33.936485,0.999991,9.075676,1.370008,-38.774232,0.9999969999999999,9.178519
DRW171810661,20180426,91452,20180426091452,1.351420,-37.532825,0.999989,9.076061,1.386049,-39.954949,0.999994,9.174589
DRW171810671,20180426,102346,20180426102346,1.361905,-30.829088,0.999972,9.07555,1.377781,-40.012541999999996,0.999992,9.177202000000001
DRW171810691,20180426,105949,20180426105949,1.360057,-37.863064,0.999996,9.07648,1.387083,-45.703684,0.9999959999999999,9.177147
DRW171810701,20180426,111629,20180426111629,1.358184,-36.854611,0.999977,9.076046,1.378835,-39.189325,0.9999950000000001,9.176014
DRW171810711,20180426,114324,20180426114324,1.363538,-34.215733,0.999975,9.074995,1.385601,-41.97906,1.0,9.178699
DRW171810721,20180426,131337,20180426131337,1.383542,-36.899443,0.999993,9.076008,1.39042,-39.07372,0.999999,9.17779
DRW171810731,20180426,134408,20180426134408,1.335990,-40.823111,0.999997,9.075542,1.3721940000000001,-41.709937,0.999994,9.179769
DRW171810741,20180426,142259,20180426142259,1.359864,-36.685031,0.999999,9.075332000000001,1.382981,-36.51956,0.999999,9.178228
DRW171810751,20180426,152255,20180426152255,1.361140,-38.586293,0.999959,9.07605,1.382827,-40.304034,0.9999979999999999,9.17825
DRW171810761,20180426,155126,20180426155126,1.368970,-47.587509,0.999975,9.075878,1.383828,-42.154512,0.9999959999999999,9.177356
DRW171810771,20180426,162609,20180426162609,1.354793,-31.722090,0.999999,9.075177,1.3726559999999999,-47.17588,0.9999979999999999,9.176133
DRW171810781,20180426,165642,20180426165642,1.352004,-40.343350,0.999998,9.076295,1.38365,-41.516723,0.9999979999999999,9.177931
DRW171810801,20180426,180027,20180426180027,1.364776,-38.241994,0.999995,9.076375,1.378048,-38.968143,0.9999889999999999,9.176743
DRW171810791,20180426,183942,20180426183942,1.354825,-33.273099,0.999921,9.075123,1.370309,-35.586209999999994,1.0,9.177647
DRW171810811,20180426,185539,20180426185539,1.360271,-33.282990,0.999997,9.073967999999999,1.377569,-40.545342,0.999999,9.174924
DRW171810821,20180426,191808,20180426191808,1.352985,-37.980826,0.999963,9.074836,1.378922,-42.18215,0.9999680000000001,9.174805000000001
DRW171810831,20180426,194139,20180426194139,1.359901,-25.312163,0.999989,9.07535,1.381712,-44.322362,0.9999959999999999,9.175623
DRW171810841,20180427,81323,20180427081323,1.367635,-39.310393,1.000000,9.075592,1.3710959999999999,-40.613993,1.0,9.175758
DRW171810851,20180427,82957,20180427082957,1.352099,-38.453632,0.999967,9.074392,1.383481,-47.986275,0.999986,9.178517999999999
DRW171810861,20180427,85056,20180427085056,1.353112,-38.314691,0.999998,9.075508000000001,1.378707,-40.318796,1.0,9.173977
DRW171810871,20180427,91216,20180427091216,1.341068,-38.237336,0.999984,9.074845,1.366682,-38.790328,1.0,9.175602
DRW171810881,20180427,100407,20180427100407,1.344958,-41.931532,0.999997,9.075863,1.393248,-48.901843,0.9999819999999999,9.175157
DRW171810891,20180427,103202,20180427103202,1.365749,-40.254304,0.999998,9.076122999999999,1.377043,-45.461954,0.999993,9.17657
DRW171810901,20180427,105856,20180427105856,1.357202,-42.109634,0.999984,9.075157,1.37575,-36.997408,1.0,9.175091
DRW171810921,20180427,115536,20180427115536,1.354321,-38.056849,0.999985,9.075683999999999,1.373508,-43.55254,0.9999950000000001,9.175497
DRW171810931,20180427,121735,20180427121735,1.349524,-35.821162,0.999995,9.075959,1.364601,-40.340081,0.999977,9.178023
