ID,SN,TEST,DAY,@TIME,TESTVERSION,STATUS,FIRST,LAST,SHIFT,FAMILY,Calibration,@TABLE,RESULTNUM1,X1,RESULTNUM2,X2,RESULTNUM3,X3,RESULTNUM4,X4,RESULTNUM5,X5,RESULTNUM6,X6,RESULTNUM7,X7,RESULTNUM8,X8,RESULTNUM9,X9,RESULTNUM10,X10,RESULTNUM11,X11,RESULTNUM12,X12,RESULTNUM13,X13,RESULTNUM14,X14,RESULTNUM15,X15,RESULTNUM16,X16,RESULTNUM17,X17,RESULTNUM18,X18,RESULTNUM19,X19,RESULTNUM20,X20,RESULTNUM21,X21,RESULTNUM22,X22,RESULTNUM23,X23,RESULTNUM24,X24,RESULTNUM25,X25,RESULTNUM26,X26,RESULTNUM27,X27,RESULTNUM28,X28
1,DRW371702111,BT_914mm_NewBT,20170915,171553,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,68.0,BTFrontBigError_25N,4.3,BTFrontBigError_20N,0.1,BTFrontBigError_15N ,-6.1,BTFrontBigError_30N,7.2,AccBTFrontBigError_25N,-10.3,DecBTFrontBigError_30N,-0.3,RADIUS_FRONT_SMALL_ROLL,65.6,BTFrontSmallError_25N,18.6,BTFrontSmallError_20N,18.1,BTFrontSmallError_15N,15.0,BTFrontSmallError_30N,18.5,AccBTFrontSmallError_25N,5.4,DecBTFrontSmallError_30N,9.1,RADIUS_REAR_BIG_ROLL,78.7,BTRearBigError_25N,28.5,BTBTRearBigError_20N,41.0,BTBTRearBigError_15N ,52.5,BTBTRearBigError_30N,24.5,AccBTRearBigError_25N,35.1,DecBTRearBigError_30N,6.5,RADIUS_REAR_SMALL_ROLL,63.5,BTRearSmallError_25N,1.4,BTRearSmallError_20N,-1.7,BTRearSmallError_15N,0.0,BTRearSmallError_30N,5.0,AccBTRearSmallError_25N,-8.2,DecBTRearSmallError_30N,-4.8
2,DRW371702111,BT_914mm_NewBT,20170915,172743,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,68.0,BTFrontBigError_25N,4.3,BTFrontBigError_20N,0.1,BTFrontBigError_15N ,-6.1,BTFrontBigError_30N,7.2,AccBTFrontBigError_25N,-10.3,DecBTFrontBigError_30N,-0.3,RADIUS_FRONT_SMALL_ROLL,65.6,BTFrontSmallError_25N,18.6,BTFrontSmallError_20N,18.1,BTFrontSmallError_15N,15.0,BTFrontSmallError_30N,18.5,AccBTFrontSmallError_25N,5.4,DecBTFrontSmallError_30N,9.1,RADIUS_REAR_BIG_ROLL,74.4,BTRearBigError_25N,45.7,BTBTRearBigError_20N,50.3,BTBTRearBigError_15N ,75.0,BTBTRearBigError_30N,46.6,AccBTRearBigError_25N,6.9,DecBTRearBigError_30N,31.0,RADIUS_REAR_SMALL_ROLL,63.5,BTRearSmallError_25N,1.4,BTRearSmallError_20N,-1.7,BTRearSmallError_15N,0.0,BTRearSmallError_30N,5.0,AccBTRearSmallError_25N,-8.2,DecBTRearSmallError_30N,-4.8
3,DRW371702111,BT_914mm_NewBT,20170915,172931,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,68.0,BTFrontBigError_25N,4.3,BTFrontBigError_20N,0.1,BTFrontBigError_15N ,-6.1,BTFrontBigError_30N,7.2,AccBTFrontBigError_25N,-10.3,DecBTFrontBigError_30N,-0.3,RADIUS_FRONT_SMALL_ROLL,65.6,BTFrontSmallError_25N,18.6,BTFrontSmallError_20N,18.1,BTFrontSmallError_15N,15.0,BTFrontSmallError_30N,18.5,AccBTFrontSmallError_25N,5.4,DecBTFrontSmallError_30N,9.1,RADIUS_REAR_BIG_ROLL,72.5,BTRearBigError_25N,49.6,BTBTRearBigError_20N,56.4,BTBTRearBigError_15N ,70.8,BTBTRearBigError_30N,47.4,AccBTRearBigError_25N,13.1,DecBTRearBigError_30N,27.1,RADIUS_REAR_SMALL_ROLL,63.5,BTRearSmallError_25N,1.4,BTRearSmallError_20N,-1.7,BTRearSmallError_15N,0.0,BTRearSmallError_30N,5.0,AccBTRearSmallError_25N,-8.2,DecBTRearSmallError_30N,-4.8
7,DRW371702111,BT_914mm_NewBT,20170921,114255,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,70.0,BTFrontBigError_25N,16.1,BTFrontBigError_20N,17.3,BTFrontBigError_15N ,16.4,BTFrontBigError_30N,16.9,AccBTFrontBigError_25N,-8.4,DecBTFrontBigError_30N,2.9,RADIUS_FRONT_SMALL_ROLL,65.6,BTFrontSmallError_25N,18.6,BTFrontSmallError_20N,18.1,BTFrontSmallError_15N,15.0,BTFrontSmallError_30N,18.5,AccBTFrontSmallError_25N,5.4,DecBTFrontSmallError_30N,9.1,RADIUS_REAR_BIG_ROLL,72.5,BTRearBigError_25N,49.6,BTBTRearBigError_20N,56.4,BTBTRearBigError_15N ,70.8,BTBTRearBigError_30N,47.4,AccBTRearBigError_25N,13.1,DecBTRearBigError_30N,27.1,RADIUS_REAR_SMALL_ROLL,72.5,BTRearSmallError_25N,NaN,BTRearSmallError_20N,NaN,BTRearSmallError_15N,NaN,BTRearSmallError_30N,NaN,AccBTRearSmallError_25N,NaN,DecBTRearSmallError_30N,NaN
8,DRW371702111,BT_914mm_NewBT,20170921,114719,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,70.0,BTFrontBigError_25N,16.1,BTFrontBigError_20N,17.3,BTFrontBigError_15N ,16.4,BTFrontBigError_30N,16.9,AccBTFrontBigError_25N,-8.4,DecBTFrontBigError_30N,2.9,RADIUS_FRONT_SMALL_ROLL,65.6,BTFrontSmallError_25N,18.6,BTFrontSmallError_20N,18.1,BTFrontSmallError_15N,15.0,BTFrontSmallError_30N,18.5,AccBTFrontSmallError_25N,5.4,DecBTFrontSmallError_30N,9.1,RADIUS_REAR_BIG_ROLL,72.5,BTRearBigError_25N,49.6,BTBTRearBigError_20N,56.4,BTBTRearBigError_15N ,70.8,BTBTRearBigError_30N,47.4,AccBTRearBigError_25N,13.1,DecBTRearBigError_30N,27.1,RADIUS_REAR_SMALL_ROLL,72.5,BTRearSmallError_25N,NaN,BTRearSmallError_20N,NaN,BTRearSmallError_15N,NaN,BTRearSmallError_30N,NaN,AccBTRearSmallError_25N,NaN,DecBTRearSmallError_30N,NaN
9,DRW371702111,BT_914mm_NewBT,20170921,114808,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,70.0,BTFrontBigError_25N,16.1,BTFrontBigError_20N,17.3,BTFrontBigError_15N ,16.4,BTFrontBigError_30N,16.9,AccBTFrontBigError_25N,-8.4,DecBTFrontBigError_30N,2.9,RADIUS_FRONT_SMALL_ROLL,65.6,BTFrontSmallError_25N,18.6,BTFrontSmallError_20N,18.1,BTFrontSmallError_15N,15.0,BTFrontSmallError_30N,18.5,AccBTFrontSmallError_25N,5.4,DecBTFrontSmallError_30N,9.1,RADIUS_REAR_BIG_ROLL,72.5,BTRearBigError_25N,49.6,BTBTRearBigError_20N,56.4,BTBTRearBigError_15N ,70.8,BTBTRearBigError_30N,47.4,AccBTRearBigError_25N,13.1,DecBTRearBigError_30N,27.1,RADIUS_REAR_SMALL_ROLL,72.5,BTRearSmallError_25N,NaN,BTRearSmallError_20N,NaN,BTRearSmallError_15N,NaN,BTRearSmallError_30N,NaN,AccBTRearSmallError_25N,NaN,DecBTRearSmallError_30N,NaN
10,DRW371702111,BT_914mm_NewBT,20170921,114921,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,70.0,BTFrontBigError_25N,16.1,BTFrontBigError_20N,17.3,BTFrontBigError_15N ,16.4,BTFrontBigError_30N,16.9,AccBTFrontBigError_25N,-8.4,DecBTFrontBigError_30N,2.9,RADIUS_FRONT_SMALL_ROLL,65.6,BTFrontSmallError_25N,18.6,BTFrontSmallError_20N,18.1,BTFrontSmallError_15N,15.0,BTFrontSmallError_30N,18.5,AccBTFrontSmallError_25N,5.4,DecBTFrontSmallError_30N,9.1,RADIUS_REAR_BIG_ROLL,72.5,BTRearBigError_25N,49.6,BTBTRearBigError_20N,56.4,BTBTRearBigError_15N ,70.8,BTBTRearBigError_30N,47.4,AccBTRearBigError_25N,13.1,DecBTRearBigError_30N,27.1,RADIUS_REAR_SMALL_ROLL,72.5,BTRearSmallError_25N,NaN,BTRearSmallError_20N,NaN,BTRearSmallError_15N,NaN,BTRearSmallError_30N,NaN,AccBTRearSmallError_25N,NaN,DecBTRearSmallError_30N,NaN
12,DRW371702111,BT_914mm_NewBT,20170921,120723,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,68.0,BTFrontBigError_25N,19.8,BTFrontBigError_20N,17.0,BTFrontBigError_15N ,17.8,BTFrontBigError_30N,19.7,AccBTFrontBigError_25N,-2.8,DecBTFrontBigError_30N,7.9,RADIUS_FRONT_SMALL_ROLL,65.6,BTFrontSmallError_25N,18.6,BTFrontSmallError_20N,18.1,BTFrontSmallError_15N,15.0,BTFrontSmallError_30N,18.5,AccBTFrontSmallError_25N,5.4,DecBTFrontSmallError_30N,9.1,RADIUS_REAR_BIG_ROLL,72.5,BTRearBigError_25N,49.6,BTBTRearBigError_20N,56.4,BTBTRearBigError_15N ,70.8,BTBTRearBigError_30N,47.4,AccBTRearBigError_25N,13.1,DecBTRearBigError_30N,27.1,RADIUS_REAR_SMALL_ROLL,72.5,BTRearSmallError_25N,NaN,BTRearSmallError_20N,NaN,BTRearSmallError_15N,NaN,BTRearSmallError_30N,NaN,AccBTRearSmallError_25N,NaN,DecBTRearSmallError_30N,NaN
13,DRW371702111,BT_914mm_NewBT,20170921,120944,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,68.0,BTFrontBigError_25N,19.8,BTFrontBigError_20N,17.0,BTFrontBigError_15N ,17.8,BTFrontBigError_30N,19.7,AccBTFrontBigError_25N,-2.8,DecBTFrontBigError_30N,7.9,RADIUS_FRONT_SMALL_ROLL,67.5,BTFrontSmallError_25N,-95.6,BTFrontSmallError_20N,-94.5,BTFrontSmallError_15N,-92.8,BTFrontSmallError_30N,-96.4,AccBTFrontSmallError_25N,NaN,DecBTFrontSmallError_30N,NaN,RADIUS_REAR_BIG_ROLL,72.5,BTRearBigError_25N,49.6,BTBTRearBigError_20N,56.4,BTBTRearBigError_15N ,70.8,BTBTRearBigError_30N,47.4,AccBTRearBigError_25N,13.1,DecBTRearBigError_30N,27.1,RADIUS_REAR_SMALL_ROLL,72.5,BTRearSmallError_25N,NaN,BTRearSmallError_20N,NaN,BTRearSmallError_15N,NaN,BTRearSmallError_30N,NaN,AccBTRearSmallError_25N,NaN,DecBTRearSmallError_30N,NaN
14,DRW371702111,BT_914mm_NewBT,20170921,121133,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,68.0,BTFrontBigError_25N,19.8,BTFrontBigError_20N,17.0,BTFrontBigError_15N ,17.8,BTFrontBigError_30N,19.7,AccBTFrontBigError_25N,-2.8,DecBTFrontBigError_30N,7.9,RADIUS_FRONT_SMALL_ROLL,67.9,BTFrontSmallError_25N,-94,BTFrontSmallError_20N,-92.6,BTFrontSmallError_15N,-90.2,BTFrontSmallError_30N,-95.1,AccBTFrontSmallError_25N,NaN,DecBTFrontSmallError_30N,NaN,RADIUS_REAR_BIG_ROLL,72.5,BTRearBigError_25N,49.6,BTBTRearBigError_20N,56.4,BTBTRearBigError_15N ,70.8,BTBTRearBigError_30N,47.4,AccBTRearBigError_25N,13.1,DecBTRearBigError_30N,27.1,RADIUS_REAR_SMALL_ROLL,72.5,BTRearSmallError_25N,NaN,BTRearSmallError_20N,NaN,BTRearSmallError_15N,NaN,BTRearSmallError_30N,NaN,AccBTRearSmallError_25N,NaN,DecBTRearSmallError_30N,NaN
15,DRW371702111,BT_914mm_NewBT,20170921,135613,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,68.0,BTFrontBigError_25N,19.8,BTFrontBigError_20N,17.0,BTFrontBigError_15N ,17.8,BTFrontBigError_30N,19.7,AccBTFrontBigError_25N,-2.8,DecBTFrontBigError_30N,7.9,RADIUS_FRONT_SMALL_ROLL,65.6,BTFrontSmallError_25N,18.8,BTFrontSmallError_20N,22.3,BTFrontSmallError_15N,28.6,BTFrontSmallError_30N,17.5,AccBTFrontSmallError_25N,8.0,DecBTFrontSmallError_30N,3.1,RADIUS_REAR_BIG_ROLL,72.5,BTRearBigError_25N,49.6,BTBTRearBigError_20N,56.4,BTBTRearBigError_15N ,70.8,BTBTRearBigError_30N,47.4,AccBTRearBigError_25N,13.1,DecBTRearBigError_30N,27.1,RADIUS_REAR_SMALL_ROLL,72.5,BTRearSmallError_25N,NaN,BTRearSmallError_20N,NaN,BTRearSmallError_15N,NaN,BTRearSmallError_30N,NaN,AccBTRearSmallError_25N,NaN,DecBTRearSmallError_30N,NaN
16,DRW371702111,BT_914mm_NewBT,20170921,141334,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,68.0,BTFrontBigError_25N,19.8,BTFrontBigError_20N,17.0,BTFrontBigError_15N ,17.8,BTFrontBigError_30N,19.7,AccBTFrontBigError_25N,-2.8,DecBTFrontBigError_30N,7.9,RADIUS_FRONT_SMALL_ROLL,65.6,BTFrontSmallError_25N,18.8,BTFrontSmallError_20N,22.3,BTFrontSmallError_15N,28.6,BTFrontSmallError_30N,17.5,AccBTFrontSmallError_25N,8.0,DecBTFrontSmallError_30N,3.1,RADIUS_REAR_BIG_ROLL,72.5,BTRearBigError_25N,49.6,BTBTRearBigError_20N,56.4,BTBTRearBigError_15N ,70.8,BTBTRearBigError_30N,47.4,AccBTRearBigError_25N,13.1,DecBTRearBigError_30N,27.1,RADIUS_REAR_SMALL_ROLL,63.7,BTRearSmallError_25N,42.7,BTRearSmallError_20N,50.5,BTRearSmallError_15N,65.7,BTRearSmallError_30N,47.6,AccBTRearSmallError_25N,26.5,DecBTRearSmallError_30N,33.3
17,DRW371702111,BT_914mm_NewBT,20170921,141543,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,68.0,BTFrontBigError_25N,19.8,BTFrontBigError_20N,17.0,BTFrontBigError_15N ,17.8,BTFrontBigError_30N,19.7,AccBTFrontBigError_25N,-2.8,DecBTFrontBigError_30N,7.9,RADIUS_FRONT_SMALL_ROLL,65.6,BTFrontSmallError_25N,18.8,BTFrontSmallError_20N,22.3,BTFrontSmallError_15N,28.6,BTFrontSmallError_30N,17.5,AccBTFrontSmallError_25N,8.0,DecBTFrontSmallError_30N,3.1,RADIUS_REAR_BIG_ROLL,63.7,BTRearBigError_25N,42.7,BTBTRearBigError_20N,50.5,BTBTRearBigError_15N ,65.7,BTBTRearBigError_30N,47.6,AccBTRearBigError_25N,26.5,DecBTRearBigError_30N,33.3,RADIUS_REAR_SMALL_ROLL,61.6,BTRearSmallError_25N,54.6,BTRearSmallError_20N,57.3,BTRearSmallError_15N,72.2,BTRearSmallError_30N,51.8,AccBTRearSmallError_25N,16.6,DecBTRearSmallError_30N,41.4
18,DRW451501111,BT_914mm_NewBT,20170921,144502,6,P,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,58.9,BTFrontBigError_25N,7.9,BTFrontBigError_20N,8.0,BTFrontBigError_15N ,8.7,BTFrontBigError_30N,13.6,AccBTFrontBigError_25N,7.7,DecBTFrontBigError_30N,9.4,RADIUS_FRONT_SMALL_ROLL,56.5,BTFrontSmallError_25N,12.3,BTFrontSmallError_20N,11.5,BTFrontSmallError_15N,12.6,BTFrontSmallError_30N,15.5,AccBTFrontSmallError_25N,5.7,DecBTFrontSmallError_30N,10.7,RADIUS_REAR_BIG_ROLL,76.4,BTRearBigError_25N,-5.8,BTBTRearBigError_20N,-2.0,BTBTRearBigError_15N ,21.4,BTBTRearBigError_30N,-3.0,AccBTRearBigError_25N,-7.1,DecBTRearBigError_30N,-20.3,RADIUS_REAR_SMALL_ROLL,54.2,BTRearSmallError_25N,-8.1,BTRearSmallError_20N,6.9,BTRearSmallError_15N,27.4,BTRearSmallError_30N,1.5,AccBTRearSmallError_25N,-14.3,DecBTRearSmallError_30N,-0.9
19,DRW451501111,BT_914mm_NewBT,20170922,114026,6,P,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,56.5,BTFrontBigError_25N,12.3,BTFrontBigError_20N,11.5,BTFrontBigError_15N ,12.6,BTFrontBigError_30N,15.5,AccBTFrontBigError_25N,5.7,DecBTFrontBigError_30N,10.7,RADIUS_FRONT_SMALL_ROLL,51.2,BTFrontSmallError_25N,6.3,BTFrontSmallError_20N,0.8,BTFrontSmallError_15N,-0.0,BTFrontSmallError_30N,7.5,AccBTFrontSmallError_25N,-1.6,DecBTFrontSmallError_30N,5.1,RADIUS_REAR_BIG_ROLL,76.4,BTRearBigError_25N,-5.8,BTBTRearBigError_20N,-2.0,BTBTRearBigError_15N ,21.4,BTBTRearBigError_30N,-3.0,AccBTRearBigError_25N,-7.1,DecBTRearBigError_30N,-20.3,RADIUS_REAR_SMALL_ROLL,54.2,BTRearSmallError_25N,-8.1,BTRearSmallError_20N,6.9,BTRearSmallError_15N,27.4,BTRearSmallError_30N,1.5,AccBTRearSmallError_25N,-14.3,DecBTRearSmallError_30N,-0.9
20,DRW451501111,BT_914mm_NewBT,20170922,114813,6,P,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,73.4,BTFrontBigError_25N,5.6,BTFrontBigError_20N,11.8,BTFrontBigError_15N ,8.6,BTFrontBigError_30N,6.9,AccBTFrontBigError_25N,4.9,DecBTFrontBigError_30N,-0.5,RADIUS_FRONT_SMALL_ROLL,48.5,BTFrontSmallError_25N,6.3,BTFrontSmallError_20N,0.7,BTFrontSmallError_15N,-2.4,BTFrontSmallError_30N,10.7,AccBTFrontSmallError_25N,5.8,DecBTFrontSmallError_30N,4.2,RADIUS_REAR_BIG_ROLL,76.4,BTRearBigError_25N,-5.8,BTBTRearBigError_20N,-2.0,BTBTRearBigError_15N ,21.4,BTBTRearBigError_30N,-3.0,AccBTRearBigError_25N,-7.1,DecBTRearBigError_30N,-20.3,RADIUS_REAR_SMALL_ROLL,54.2,BTRearSmallError_25N,-8.1,BTRearSmallError_20N,6.9,BTRearSmallError_15N,27.4,BTRearSmallError_30N,1.5,AccBTRearSmallError_25N,-14.3,DecBTRearSmallError_30N,-0.9
21,DRW451501111,BT_914mm_NewBT,20170922,120957,6,P,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,73.4,BTFrontBigError_25N,5.6,BTFrontBigError_20N,11.8,BTFrontBigError_15N ,8.6,BTFrontBigError_30N,6.9,AccBTFrontBigError_25N,4.9,DecBTFrontBigError_30N,-0.5,RADIUS_FRONT_SMALL_ROLL,61.8,BTFrontSmallError_25N,7.3,BTFrontSmallError_20N,8.9,BTFrontSmallError_15N,7.0,BTFrontSmallError_30N,13.3,AccBTFrontSmallError_25N,4.1,DecBTFrontSmallError_30N,8.4,RADIUS_REAR_BIG_ROLL,76.4,BTRearBigError_25N,-5.8,BTBTRearBigError_20N,-2.0,BTBTRearBigError_15N ,21.4,BTBTRearBigError_30N,-3.0,AccBTRearBigError_25N,-7.1,DecBTRearBigError_30N,-20.3,RADIUS_REAR_SMALL_ROLL,54.2,BTRearSmallError_25N,-8.1,BTRearSmallError_20N,6.9,BTRearSmallError_15N,27.4,BTRearSmallError_30N,1.5,AccBTRearSmallError_25N,-14.3,DecBTRearSmallError_30N,-0.9
22,DRW451501111,BT_914mm_NewBT,20170922,121355,6,P,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,71.4,BTFrontBigError_25N,2.5,BTFrontBigError_20N,-1.6,BTFrontBigError_15N ,-2.1,BTFrontBigError_30N,0.1,AccBTFrontBigError_25N,-3.6,DecBTFrontBigError_30N,-5.8,RADIUS_FRONT_SMALL_ROLL,61.8,BTFrontSmallError_25N,7.3,BTFrontSmallError_20N,8.9,BTFrontSmallError_15N,7.0,BTFrontSmallError_30N,13.3,AccBTFrontSmallError_25N,4.1,DecBTFrontSmallError_30N,8.4,RADIUS_REAR_BIG_ROLL,76.4,BTRearBigError_25N,-5.8,BTBTRearBigError_20N,-2.0,BTBTRearBigError_15N ,21.4,BTBTRearBigError_30N,-3.0,AccBTRearBigError_25N,-7.1,DecBTRearBigError_30N,-20.3,RADIUS_REAR_SMALL_ROLL,54.2,BTRearSmallError_25N,-8.1,BTRearSmallError_20N,6.9,BTRearSmallError_15N,27.4,BTRearSmallError_30N,1.5,AccBTRearSmallError_25N,-14.3,DecBTRearSmallError_30N,-0.9
23,DRW451501111,BT_914mm_NewBT,20170922,121654,6,P,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,71.4,BTFrontBigError_25N,2.5,BTFrontBigError_20N,-1.6,BTFrontBigError_15N ,-2.1,BTFrontBigError_30N,0.1,AccBTFrontBigError_25N,-3.6,DecBTFrontBigError_30N,-5.8,RADIUS_FRONT_SMALL_ROLL,61.8,BTFrontSmallError_25N,7.3,BTFrontSmallError_20N,8.9,BTFrontSmallError_15N,7.0,BTFrontSmallError_30N,13.3,AccBTFrontSmallError_25N,4.1,DecBTFrontSmallError_30N,8.4,RADIUS_REAR_BIG_ROLL,76.4,BTRearBigError_25N,-5.8,BTBTRearBigError_20N,-2.0,BTBTRearBigError_15N ,21.4,BTBTRearBigError_30N,-3.0,AccBTRearBigError_25N,-7.1,DecBTRearBigError_30N,-20.3,RADIUS_REAR_SMALL_ROLL,69.7,BTRearSmallError_25N,-6.0,BTRearSmallError_20N,-6.8,BTRearSmallError_15N,9.9,BTRearSmallError_30N,-4.4,AccBTRearSmallError_25N,-4.5,DecBTRearSmallError_30N,-17.6
24,DRW451501111,BT_914mm_NewBT,20170922,121904,6,P,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,71.4,BTFrontBigError_25N,2.5,BTFrontBigError_20N,-1.6,BTFrontBigError_15N ,-2.1,BTFrontBigError_30N,0.1,AccBTFrontBigError_25N,-3.6,DecBTFrontBigError_30N,-5.8,RADIUS_FRONT_SMALL_ROLL,61.8,BTFrontSmallError_25N,7.3,BTFrontSmallError_20N,8.9,BTFrontSmallError_15N,7.0,BTFrontSmallError_30N,13.3,AccBTFrontSmallError_25N,4.1,DecBTFrontSmallError_30N,8.4,RADIUS_REAR_BIG_ROLL,69.7,BTRearBigError_25N,-6.0,BTBTRearBigError_20N,-6.8,BTBTRearBigError_15N ,9.9,BTBTRearBigError_30N,-4.4,AccBTRearBigError_25N,-4.5,DecBTRearBigError_30N,-17.6,RADIUS_REAR_SMALL_ROLL,67.5,BTRearSmallError_25N,-8.2,BTRearSmallError_20N,-9.8,BTRearSmallError_15N,-2.5,BTRearSmallError_30N,-8.1,AccBTRearSmallError_25N,-14.9,DecBTRearSmallError_30N,-8.7
25,DRW381700111,BT_914mm_NewBT,20170922,153855,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,65.1,BTFrontBigError_25N,-2.4,BTFrontBigError_20N,-7.0,BTFrontBigError_15N ,-6.4,BTFrontBigError_30N,-0.2,AccBTFrontBigError_25N,-6.6,DecBTFrontBigError_30N,-6.8,RADIUS_FRONT_SMALL_ROLL,59.1,BTFrontSmallError_25N,2.2,BTFrontSmallError_20N,-7.2,BTFrontSmallError_15N,-5.9,BTFrontSmallError_30N,7.2,AccBTFrontSmallError_25N,-7.0,DecBTFrontSmallError_30N,6.0,RADIUS_REAR_BIG_ROLL,87.4,BTRearBigError_25N,-100.7,BTBTRearBigError_20N,-100.9,BTBTRearBigError_15N ,-101.5,BTBTRearBigError_30N,-100.8,AccBTRearBigError_25N,-99.9,DecBTRearBigError_30N,-101.6,RADIUS_REAR_SMALL_ROLL,63.1,BTRearSmallError_25N,-7.1,BTRearSmallError_20N,-6.2,BTRearSmallError_15N,7.2,BTRearSmallError_30N,-3.2,AccBTRearSmallError_25N,-14.3,DecBTRearSmallError_30N,-15.9
26,DRW381700111,BT_914mm_NewBT,20170922,162600,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,65.1,BTFrontBigError_25N,-2.4,BTFrontBigError_20N,-7.0,BTFrontBigError_15N ,-6.4,BTFrontBigError_30N,-0.2,AccBTFrontBigError_25N,-6.6,DecBTFrontBigError_30N,-6.8,RADIUS_FRONT_SMALL_ROLL,59.1,BTFrontSmallError_25N,2.2,BTFrontSmallError_20N,-7.2,BTFrontSmallError_15N,-5.9,BTFrontSmallError_30N,7.2,AccBTFrontSmallError_25N,-7.0,DecBTFrontSmallError_30N,6.0,RADIUS_REAR_BIG_ROLL,79.3,BTRearBigError_25N,25.0,BTBTRearBigError_20N,20.2,BTBTRearBigError_15N ,31.5,BTBTRearBigError_30N,29.2,AccBTRearBigError_25N,13.3,DecBTRearBigError_30N,17.9,RADIUS_REAR_SMALL_ROLL,63.1,BTRearSmallError_25N,-7.1,BTRearSmallError_20N,-6.2,BTRearSmallError_15N,7.2,BTRearSmallError_30N,-3.2,AccBTRearSmallError_25N,-14.3,DecBTRearSmallError_30N,-15.9
27,DRW381700101,BT_914mm_NewBT,20170925,165554,6,F,Y,Y,1,NIAGARA,NewCalib,Jig2,RADIUS_FRONT_BIG_ROLL,75.4,BTFrontBigError_25N,27.9,BTFrontBigError_20N,30.1,BTFrontBigError_15N ,31.0,BTFrontBigError_30N,27.2,AccBTFrontBigError_25N,7.0,DecBTFrontBigError_30N,17.4,RADIUS_FRONT_SMALL_ROLL,58.8,BTFrontSmallError_25N,-0.9,BTFrontSmallError_20N,-2.5,BTFrontSmallError_15N,-7.1,BTFrontSmallError_30N,5,AccBTFrontSmallError_25N,1.2,DecBTFrontSmallError_30N,2.5,RADIUS_REAR_BIG_ROLL,73.9,BTRearBigError_25N,29.3,BTBTRearBigError_20N,30.0,BTBTRearBigError_15N ,39.1,BTBTRearBigError_30N,31.0,AccBTRearBigError_25N,10.1,DecBTRearBigError_30N,12.9,RADIUS_REAR_SMALL_ROLL,56.2,BTRearSmallError_25N,-1.5,BTRearSmallError_20N,-10.3,BTRearSmallError_15N,-0.0,BTRearSmallError_30N,-2.5,AccBTRearSmallError_25N,-18.4,DecBTRearSmallError_30N,-14.7
